context,declination,user,V2,V3,V4,V5,V6,V7,V8,V9,V10,confirmation_code,INTRO_1,ENG_1,CONSENT,IRB_FORM,AUDIO_1,TEST,AUDIO_2,INT1_2,INT2_2,INT3_3,INT_OTHER,AUDIO_3,EPI_S_1,EPI_S_2_2,AFF_S_2,SOC_1_2,SOC_2_2,INTP_S_2,SOC_OTHER,INTRO_2,AGE,GEN,HOME,LANG,LocationLatitude,LocationLongitude,LocationAccuracy
int_1,fall_40,R_2OUaQMyQiLKvDQU,Default Response Set,Anonymous,,,68.190.248.125,0,6/4/15 14:10,6/4/15 14:14,1,15482976,1,1,1,1,1,fabric softener.,1,100,50,31,,1,4,,20,71,35,70,,1,2,2,"Long Beach, California","english, spanish",33.78239441,-118.1444016,-1
int_1,fall_40,R_3hGWG9gSZ0i694k,Default Response Set,Anonymous,,,108.70.225.179,0,6/4/15 14:12,6/4/15 14:14,1,19961992,1,1,1,1,1,bought fabric softener. laundry,1,40,90,70,no,1,2,70,0,50,86,70,neutral,1,2,2,san ramon,english,37.73750305,-121.4257965,-1
int_1,fall_40,R_3ly57oyVSgjB6kl,Default Response Set,Anonymous,,,76.164.250.81,0,6/4/15 14:11,6/4/15 14:15,1,13733939,1,1,1,1,1,A new fabric softener smells good.,1,0,90,10,The man is asking if she wants to do the laundry.,1,4,,60,50,50,50,He sounds sorta robotic. ,1,3,2,Harlan,English,36.88009644,-83.28320313,-1
int_1,fall_40,R_2fp16eYISkrTM2r,Default Response Set,Anonymous,,,204.77.52.225,0,6/4/15 14:13,6/4/15 14:16,1,77642679,1,1,1,1,1,fabric softener and doing the laundry,1,59,71,50,,1,2,82,60,72,14,43,"not very friendly, not responsive to her enthusiasm",1,3,1,"Menahga, MN",English,44.95219421,-93.09549713,-1
int_1,fall_40,R_2bUTNzNXkJTiNTT,Default Response Set,Anonymous,,,70.209.137.50,0,6/4/15 14:13,6/4/15 14:17,1,71333646,1,1,1,1,1,LAUNDRY FABRIC SOFTENER,1,30,70,50,SO THEN YOU WANT TO DO THE LAUNDRY ,1,4,,40,60,30,50,SARCASTIC ,1,4,1,"ROME,NY",ENGLISH,42.96240234,-75.96029663,-1
int_1,fall_40,R_2V2YIYhEGVqJwi4,Default Response Set,Anonymous,,,71.206.182.156,0,6/4/15 14:32,6/4/15 14:35,1,78144705,1,1,1,1,1,someone is excited about the new fabric softener she bought; it smells very nice,1,88,24,74,no,1,4,,25,60,78,71,little bit neat and/or fussy,1,5,1,"buffalo, new york",english,38.2723999,-77.59320068,-1
int_1,fall_40,R_C99J1lzHchodsOZ,Default Response Set,Anonymous,,,72.8.184.2,0,6/4/15 14:57,6/4/15 14:59,1,22265832,1,1,1,1,1,Fabric softener,1,0,83,4,,1,2,79,38,90,64,62,,1,2,1,costa mesa,english,34.15370178,-116.4188995,-1
int_1,fall_40,R_Op0Xt5lXBQnWxMZ,Default Response Set,Anonymous,,,73.183.182.9,0,6/4/15 15:06,6/4/15 15:13,1,50704825,1,1,1,1,1,fabric softener laundry,1,10,85,15,"No, I can't think of any other possible interpretations.",1,4,,50,65,65,50,He seemed upset.,1,4,1,"Houston, TX",English,29.80310059,-94.98020172,-1
int_1,fall_40,R_1hEJ9Ybh5IwTfz0,Default Response Set,Anonymous,,,72.35.227.242,0,6/4/15 15:20,6/4/15 15:22,1,41385662,1,1,1,1,1,fabric softener ,1,13,100,27,,1,4,,11,41,72,70,friendly ,1,3,1,"union dale, pa",english,41.87620544,-75.60500336,-1
int_1,fall_40,R_3qmbEs6Mu7gwU6p,Default Response Set,Anonymous,,,70.209.197.7,0,6/4/15 15:24,6/4/15 15:26,1,30608158,1,1,1,1,1,A girl is talking about new fabric softener she bought,1,62,88,49,,1,2,72,6,83,86,93,,1,3,2,Big beAr,Englosh,32.71530151,-117.1573029,-1
int_1,fall_40,R_1NCHCKYf4dFMYLu,Default Response Set,Anonymous,,,73.12.27.193,0,6/4/15 15:28,6/4/15 15:30,1,26640601,1,1,1,1,1,fabric softener laundry,1,0,2,0,So when are you going to check it out?,1,2,45,22,58,59,58,"none, it was just a sentence",1,1,1,"cville, VA","english, chinese, spanish",38.08880615,-78.55919647,-1
int_1,fall_40,R_1kSmkV08jE7DzoJ,Default Response Set,Anonymous,,,24.145.55.235,0,6/4/15 15:28,6/4/15 15:31,1,47254428,1,1,1,1,1,"fabric softener, laundry",1,61,100,0,no,1,4,,0,100,100,100,no,1,5,2,erie pa,english,39.89370728,-79.74919891,-1
int_1,fall_40,R_6gsYQO8h6JLKVqN,Default Response Set,Anonymous,,,174.21.250.235,0,6/4/15 15:27,6/4/15 15:32,1,17840011,1,1,1,1,1,fabric softner and laundry,1,79,97,51,is it laundry day today?,1,4,,53,62,54,54,stern ,1,3,1,"seattle, wa",english,47.64759827,-122.5363998,-1
int_1,fall_40,R_2Tz09MDL25YeLlf,Default Response Set,Anonymous,,,54.174.77.195,0,6/4/15 15:41,6/4/15 15:47,1,18285718,1,1,1,1,1,"fabric softener, laundry",1,71,40,50,no,1,2,80,11,40,82,73,no,1,3,2,"Plainfield, NJ",English,39.04370117,-77.48750305,-1
int_1,fall_40,R_VRoPUmKuA4b1onD,Default Response Set,Anonymous,,,76.113.119.153,0,6/4/15 16:03,6/4/15 16:06,1,66464571,1,1,1,1,1,Laundry and a new batch of fabric softener. ,1,70,20,10,"No, I think it's ""let's do it together"". ",1,2,60,19,20,81,81,,1,3,2,"Boston, MA",English,35.06390381,-106.4787979,-1
int_1,fall_40,R_tM8n1JyyEIbVGSt,Default Response Set,Anonymous,,,50.169.135.83,0,6/4/15 16:47,6/4/15 16:50,1,72597976,1,1,1,1,1,fabric softener/laundry,1,20,82,40,,1,2,71,20,40,71,70,curious,1,2,1,"plymouth, ma",english,41.71940613,-70.4803009,-1
int_1,fall_40,R_1daFqM928w4TrdJ,Default Response Set,Anonymous,,,96.29.198.146,0,6/4/15 17:02,6/4/15 17:06,1,93384738,1,1,1,1,1,Fabric softener and laundry,1,81,90,81,no,1,2,80,0,70,80,92,Friendly guy,1,3,1,Louisville ky,English,38.23660278,-85.81759644,-1
int_1,fall_40,R_3JgdNJK6ohYkKUf,Default Response Set,Anonymous,,,97.125.86.18,0,6/4/15 17:15,6/4/15 17:22,1,39649971,1,1,1,1,1,fabric softener,1,72,5,26,,1,2,13,31,43,68,47,distant,1,5,1,danville california,english,43.92919922,-123.0867004,-1
int_1,fall_40,R_2foF9kZks2VM5sn,Default Response Set,Anonymous,,,70.112.80.66,0,6/4/15 18:13,6/4/15 18:17,1,15136281,1,1,1,1,1,Fabric softener/laundry,1,0,100,19,Since you like the fabric softener would you like to do the laundry instead of me doing it?,1,4,,4,19,67,50,"None, he sounds very unemotional and non-committed.",1,5,1,Lubbock,English,30.14059448,-97.32749939,-1
int_1,fall_40,R_1i9d1PDtzfn7vqg,Default Response Set,Anonymous,,,99.37.196.251,0,6/4/15 18:27,6/4/15 18:32,1,80040542,1,1,1,1,1,New fabric softener,1,20,100,5,,1,2,70,0,20,50,100,,1,2,2,"Belleville, Michigan",English,42.17590332,-83.48069763,-1
int_1,fall_40,R_w4ZQDuPjKcPvu0h,Default Response Set,Anonymous,,,69.171.160.215,0,6/4/15 18:41,6/4/15 18:46,1,51143581,1,1,1,1,1,fabric softener,1,0,100,50,"no, I can't think of anything else",1,2,30,28,89,90,50,"He sounds a bit impatient, like he's wondering why she's going on about the fabric softener when she could just be using it or maybe doing - or talking about - something else.",1,6,1,Philadelphia PA,English,38,-97,-1
int_1,fall_40,R_3ewsxKWKQ7Xgyze,Default Response Set,Anonymous,,,208.111.120.36,0,6/4/15 19:48,6/4/15 19:55,1,35550841,1,1,1,1,1,fabric softener laundry,1,50,90,60,"Do you want to do the laundry now or later?, Are you ready to do the laundry?, Stop talking and do the laundry.",1,4,,70,40,30,30,"unfriendly, impatient",1,3,1,"Hayneville, Alabama",English,31.67730713,-86.77629852,-1
int_1,fall_40,R_AnBKhRa5YbtJYUV,Default Response Set,Anonymous,,,63.153.247.49,0,6/4/15 19:54,6/4/15 19:57,1,42622127,1,1,1,1,1,She likes her new fabric softener. The guy asks if she wants to do the laundry,1,32,32,47,"if you like it so much, why don't you do the laundry?",1,4,65,12,54,56,67,he sounds nice. It didn't sound rude to me,1,3,1,"des moines, ia",english,41.62910461,-93.665802,-1
int_1,fall_40,R_1DoPmBbh32FYuVM,Default Response Set,Anonymous,,,49.144.139.106,0,6/4/15 20:00,6/4/15 20:04,1,54135706,1,1,1,1,1,new fabric softener,1,0,90,100,None.,1,2,70,15,40,60,45,funny,1,2,2,"Daly City, CA","English, Filipino, Chinese",14.66969299,121.049408,-1
int_1,fall_40,R_2tDtR9KpuvUgn1W,Default Response Set,Anonymous,,,71.94.240.60,0,6/4/15 20:11,6/4/15 20:14,1,20496209,1,1,1,1,1,"fabric softener, laundry",1,18,87,59,no,1,2,65,27,68,87,55,no,1,4,1,Klamath Falls,English,42.18510437,-121.6141052,-1
int_1,fall_40,R_2ANlkvEoQlNosEb,Default Response Set,Anonymous,,,50.53.137.167,0,6/4/15 20:43,6/4/15 20:58,1,44756970,1,1,1,1,1,fabric softener,1,60,40,30,no,1,4,,10,60,82,61,"no, but I figured out what he was saying now. He asked: ""Do you want to do the laundry?""",1,4,1,"Damascus, Oregon",English,45.41329956,-122.4991989,-1
int_1,fall_40,R_2YycxWUldSVTE8F,Default Response Set,Anonymous,,,23.243.103.170,0,6/4/15 21:14,6/4/15 21:21,1,34505766,1,1,1,1,1,want to try softener. ,1,21,60,11,go home and do the laundry,1,4,,61,61,31,41,rushed,1,6,2,los angeles,english spanish,34.22979736,-118.5995026,-1
int_1,fall_40,R_1MQlanFJQ505sWQ,Default Response Set,Anonymous,,,71.63.197.184,0,6/4/15 21:06,6/4/15 21:21,1,44585704,1,1,1,1,1,"fabric-softener, laundry, scent",1,100,100,15,,1,2,61,0,44,99,100,friendly,1,2,2,"taunton, ma",english,45.28739929,-93.43360138,-1
int_1,fall_40,R_2rC2MXW8JDWjWGS,Default Response Set,Anonymous,,,107.222.202.74,0,6/4/15 21:53,6/4/15 21:58,1,60288716,1,1,1,1,1,fabric softner and laundry ,1,51,54,46,,1,2,82,20,62,82,88,no,1,2,1,miami,"English, Spanish ",25.95700073,-80.18000031,-1
int_1,fall_40,R_1Qfufs6slKfPuhr,Default Response Set,Anonymous,,,107.222.202.74,0,6/4/15 21:52,6/4/15 22:02,1,98305186,1,1,1,1,1,fabric softener and doing laundry,1,67,68,61,,1,2,78,22,34,82,86,No,1,3,1,Orlando,English,25.95700073,-80.18000031,-1
int_1,fall_40,R_23fR3HjfV2O4GFo,Default Response Set,Anonymous,,,73.41.50.216,0,6/4/15 22:02,6/4/15 22:05,1,46822962,1,1,1,1,1,a woman bought some softeners and the guy asks her if she wants to do the laundry. ,1,61,32,91,no,1,2,49,5,15,68,60,no,1,2,1,Sacramento,English,38.71609497,-121.3625946,-1
int_1,fall_40,R_3kBM4lTIUVlOIVF,Default Response Set,Anonymous,,,70.211.132.76,0,6/4/15 22:29,6/4/15 22:32,1,25903498,1,1,1,1,1,fabric softener,1,90,81,40,Do you want to try out the fabric softener on the laundry right now?,1,4,,70,60,30,38,he sounds commanding.,1,4,2,Santa Barbara,english,33.96380615,-118.2733994,-1
int_1,fall_40,R_BxntkQCi6kXwugV,Default Response Set,Anonymous,,,24.225.119.55,0,6/4/15 23:54,6/5/15 0:03,1,75939644,1,1,1,1,1,doing laundry,1,10,90,5,"Am I preventing you from doing the laundry?  (although this is implying the same thing as paraphrase B, but with additional context)",1,2,50,20,50,35,70,no other impressions,1,3,2,"Thief River Falls, MN",English,48.14639282,-96.17649841,-1
int_1,fall_40,R_3UbDWva6u9ks3yV,Default Response Set,Anonymous,,,207.118.2.168,0,6/4/15 23:55,6/5/15 0:03,1,77644219,1,1,1,1,1,New fabric softener,1,0,100,40,No.,1,2,100,0,30,100,100,"Happy, excited ",1,4,1,"San Diego, CA",English,47.53359985,-121.7996979,-1
int_1,fall_40,R_2OI5oQi1tgRZtT6,Default Response Set,Anonymous,,,63.243.37.162,0,6/5/15 1:31,6/5/15 1:33,1,20481086,1,1,1,1,1,"laundry, fabric softener",1,75,90,20,No.,1,4,,34,0,68,56,No.,1,5,2,"Bergenfield, NJ",English,28.61849976,-81.43360138,-1
int_1,fall_40,R_3sohwVl1p9iagde,Default Response Set,Anonymous,,,76.119.176.131,0,6/5/15 4:54,6/5/15 4:57,1,79216103,1,1,1,1,1,fabric softener,1,71,100,40,no,1,2,51,76,80,30,35,no,1,5,2,Fitchburg MA,English,42.59080505,-71.80549622,-1
int_1,fall_40,R_3RsTGw4vVY9KXVs,Default Response Set,Anonymous,,,66.56.227.113,0,6/5/15 6:36,6/5/15 6:41,1,33041016,1,1,1,1,1,Using fabric softener for laundry,1,0,100,0,,1,4,,0,50,90,80,,1,2,2,Wilmington,English,34.24319458,-78.09960175,-1
int_1,fall_40,R_2qyqdiTe3d6OaXT,Default Response Set,Anonymous,,,75.163.204.94,0,6/5/15 11:33,6/5/15 11:36,1,20938549,1,1,1,1,1,new batch of fabric softener that smells good ,1,0,90,100,,1,2,60,30,70,60,50,sexist,1,2,1,colorado springs,english,38.89360046,-104.735199,-1
int_1,fall_40,R_27xSSaXzNRdi8fs,Default Response Set,Anonymous,,,96.231.37.72,0,6/6/15 5:57,6/6/15 6:00,1,75909066,1,1,1,1,1,New fabric softener. ,1,12,10,3,He wanted to know if she wanted to trying it out first. ,1,4,,12,9,22,56,He sounds indifferent. ,1,2,2,"Springfield, VA",English,38.74380493,-77.23329926,-1
int_1,fall_40,R_2V2SYDF4mAXOhPC,Default Response Set,Anonymous,,,73.43.168.165,0,6/6/15 12:22,6/6/15 12:28,1,83844489,1,1,1,1,1,fabric softener laundry,1,60,85,3,Are you going to try it now?,1,4,,85,60,45,50,pessimistic,1,6,1,Hume,English,33.62219238,-84.52310181,-1
int_1,fall_40,R_1qUGmlwiPfFNSu1,Default Response Set,Anonymous,,,24.255.13.15,0,6/6/15 13:18,6/6/15 13:25,1,82271842,1,1,1,1,1,fabric softener,1,0,100,0,No other interpretation.  He simply asks if she wants to do the laundry.,1,4,,9,75,82,90,"No, he is matter of fact in questioning",1,5,1,"Mesa, AZ",English,33.39720154,-111.7857971,-1
int_1,fall_40,R_XM3YMgy2bUoFFUl,Default Response Set,Anonymous,,,74.193.81.72,0,6/6/15 21:01,6/6/15 21:03,1,41052649,1,1,1,1,1,fabric softener,1,38,64,33,Do you want to do the laundry now?,1,2,84,0,17,48,91,No,1,2,1,Austin,English,30.44160461,-97.59860229,-1
int_1,fall_40,R_Zwy5mtlStGdYX9T,Default Response Set,Anonymous,,,98.145.220.145,0,6/7/15 2:34,6/7/15 2:40,1,80602590,1,1,1,1,1,A new batch of fabric softners for laundry,1,38,4,51,I am excited to do the laundry.,1,2,84,1,89,89,89,I feel as though the female speaker is advertising excitement about a new fabric softener and the male speaker is speaking to the audience more so then to the female speaker about whether or not the audience wants to try out this new laundry detergent.,1,2,1,"Palatka, FL",English,32.688797,-114.6657028,-1
int_1,fall_40,R_2ZWENG2zSPlB6cI,Default Response Set,Anonymous,,,184.166.46.151,0,6/7/15 11:27,6/7/15 11:29,1,19041536,1,1,1,1,1,fabric softener laundry,1,31,56,52,Can you do the laundry,1,4,,63,69,62,45,he sounded annoyed and wanted her to do the laundry.,1,2,1,festus,english,48.44160461,-114.5354004,-1
int_1,fall_40,R_3Eo5Bmrs4JlaHiW,Default Response Set,Anonymous,,,66.168.100.128,0,6/7/15 12:18,6/7/15 12:21,1,29959157,1,1,1,1,1,Can't wait to try out fabric softener,1,93,50,86,no,1,2,85,84,72,48,21,"snobbish,just sounds like it",1,5,1,Chattanooga Tn,English,35.50030518,-85.00309753,-1
int_1,fall_40,R_10P3jMzUQ9RbGJi,Default Response Set,Anonymous,,,50.5.90.4,0,6/7/15 14:31,6/7/15 14:35,1,67388116,1,1,1,1,1,"fabric softener, laundry",1,50,90,70,Should we do the laundry?,1,4,,30,40,70,61,"helpful, interested",1,4,1,"Cincinnati, Ohio",English,39.20050049,-84.57499695,-1
int_1,fall_40,R_1LtwLuM3GfFHKXe,Default Response Set,Anonymous,,,68.0.103.248,0,6/7/15 15:36,6/7/15 15:41,1,66239330,1,1,1,1,1,"fabric softener, laundry",1,20,70,17,no,1,2,70,19,60,40,50,he sounds busy with something,1,6,2,Tulsa,"English, German",36.01730347,-95.93569946,-1
int_1,fall_40,R_vZXR4kKkGHrUzHX,Default Response Set,Anonymous,,,203.87.133.106,0,6/7/15 16:31,6/7/15 16:34,1,41964600,1,1,1,1,1,doing laundry,1,0,100,50,"since you want to try out the fabric softener, you could do the laundry now.",1,4,,60,80,40,60,he's an unfriendly snob,1,3,2,"Iola, Kansas",English,10.66670227,122.9500122,-1
int_1,fall_40,R_2zGFlE1HE2NAmJH,Default Response Set,Anonymous,,,98.111.212.21,0,6/7/15 19:00,6/7/15 19:02,1,99541738,1,1,1,1,1,fabric softener,1,49,50,69,none,1,2,55,11,55,79,87,none,1,2,1,"pittsburgh, pa",english,40.57249451,-79.957901,-1
int_1,fall_40,R_1qWAPY3oB4Bn8HX,Default Response Set,Anonymous,,,24.21.195.198,0,6/7/15 19:16,6/7/15 19:18,1,92205384,1,1,1,1,1,fabric softener,1,10,100,53,No,1,2,70,5,66,71,69,He seemed a little unfriendly,1,3,1,"Portland, OR",English,45.45089722,-122.6961975,-1
int_2,fall_40,R_3k520yo2GNQmL0n,Default Response Set,Anonymous,,,82.67.154.64,0,6/4/15 14:40,6/4/15 14:43,1,47568576,1,1,1,1,1,"outside, hang out, LAUNDRY",1,63,40,40,,1,3,32,63,38,40,48,,1,2,2,Paris,"English, French",48.78329468,2.283294678,-1
int_2,fall_40,R_XFAPOeZeEXJpMZj,Default Response Set,Anonymous,,,12.22.204.1,0,6/4/15 14:50,6/4/15 14:54,1,56161652,1,1,1,1,1,what they're doing,1,10,30,70,can't think of any others,1,3,71,99,91,12,51,"unfriendly, boring, tense",1,3,1,San Diego,English,32.76629639,-117.129303,-1
int_2,fall_40,R_7OEUsC0neoCNZPr,Default Response Set,Anonymous,,,73.193.42.86,0,6/4/15 15:01,6/4/15 15:05,1,25959594,1,1,1,1,1,"Girl says she is going outside to hang out with her friends, ""dad"" asks if she wants to do the laundry.",1,0,0,100,You should do the laundry before you go outside,1,3,90,0,50,90,75,Not really. I assumed it was the girl's father and he was asking rhetorically. ,1,3,1,"Olympia, WA",English,47.10769653,-123.0603943,-1
int_2,fall_40,R_41j9ttTiPhPaVVf,Default Response Set,Anonymous,,,142.197.106.92,0,6/4/15 15:03,6/4/15 15:06,1,37034569,1,1,1,1,1,Hanging out with friends and laundry,1,54,81,58,,1,4,,49,78,36,52,,1,2,2,Jacksonville Florida,English,28.55529785,-81.34670258,-1
int_2,fall_40,R_1Q003QUeqqba1Do,Default Response Set,Anonymous,,,98.248.166.164,0,6/4/15 16:08,6/4/15 16:18,1,46631618,1,1,1,1,1,the girl's actions,1,60,50,91,Have you already done the laundry?,1,3,70,72,59,16,40,"Maybe the speaker has problems with social interactions? He doesn't sound very friendly or very sociable. It sounds oddly monotone with. perhaps, a hint of exhasperation. ",1,2,1,"Spokane, WA",English,38.35069275,-121.9326019,-1
int_2,fall_40,R_3EzgZz1yENhVC2j,Default Response Set,Anonymous,,,98.174.219.75,0,6/4/15 19:07,6/4/15 19:10,1,86364029,1,1,1,1,1,family discussion,1,26,100,100,,1,3,88,85,38,41,42,,1,2,2,richmond,english,36.97880554,-76.4280014,-1
int_2,fall_40,R_3FPeFv58W0DrPsL,Default Response Set,Anonymous,,,184.98.145.74,0,6/4/15 19:25,6/4/15 19:28,1,30354628,1,1,1,1,1,"A girl is going to hang out side with friends, and her father is asking her if she wants to do the laundry. ",1,67,24,21,,1,4,36,45,51,53,29,,1,3,2,Las Vegas,English,33.44030762,-111.8536987,-1
int_2,fall_40,R_1DM8MPHjfLBD5AI,Default Response Set,Anonymous,,,74.254.207.181,0,6/4/15 19:32,6/4/15 19:37,1,48801315,1,1,1,1,1,"friends, laundry",1,30,100,80,Do you want to do the laundry before you hang out with friends?,1,4,,20,60,60,50,Just matter-of-fact and inquisitive. ,1,5,1,Bardstown,English,37.79049683,-85.48480225,-1
int_2,fall_40,R_2veQKPKkdXeBa8H,Default Response Set,Anonymous,,,69.47.61.116,0,6/4/15 19:46,6/4/15 19:52,1,62320630,1,1,1,1,1,daily tasks,1,40,20,61,"there may be several chores, and it sounds like the male is strongly suggesting one.",1,3,60,70,70,57,50,I felt that he was suggesting an option among several. ,1,4,2,Chicago,English,41.70689392,-88.19779968,-1
int_2,fall_40,R_cRTw4DMEPgot7fH,Default Response Set,Anonymous,,,65.28.161.177,0,6/4/15 21:00,6/4/15 21:03,1,12116840,1,1,1,1,1,everyday events,1,100,41,0,,1,4,,30,30,50,50,totally neutral,1,3,2,chicago,english,42.69290161,-87.8042984,-1
int_2,fall_40,R_8oJFU2vlyX6AbtL,Default Response Set,Anonymous,,,108.220.197.176,0,6/4/15 21:44,6/4/15 21:51,1,13725512,1,1,1,1,1,"hanging with friends, doing laundry",1,2,100,15,,1,4,,19,44,26,32,,1,6,1,Gilmore,English,40.81820679,-81.4917984,-1
int_2,fall_40,R_cAX8LHVmKEdukiR,Default Response Set,Anonymous,,,198.136.62.20,0,6/4/15 21:52,6/4/15 21:56,1,71784616,1,1,1,1,1,LAUNDRY AND GOING OUTSIDE,1,27,82,7,NO,1,4,28,16,69,70,51,NO,1,3,2,FLORIDA,ENGLISH,28.45170593,-81.46530151,-1
int_2,fall_40,R_3kh8Bf4KRlyNbwz,Default Response Set,Anonymous,,,67.52.160.134,0,6/4/15 22:23,6/4/15 22:25,1,90069432,1,1,1,1,1,The girl is going out to hangout with her friends. A man is asking her if she wants to do the laundry?,1,14,44,65,Not sure?,1,4,43,58,35,58,36,,1,2,1,corona,English,33.87030029,-117.9253006,-1
int_2,fall_40,R_SCZpOvBk6ZAbEsh,Default Response Set,Anonymous,,,70.193.48.205,0,6/4/15 22:22,6/4/15 22:28,1,50573108,1,1,1,1,1,what is happening ,1,33,32,84,,1,3,87,39,83,57,68,,1,4,1,Raeford,English,35.05270386,-78.87840271,-1
int_2,fall_40,R_3lKPTDnu2yPh4yz,Default Response Set,Anonymous,,,50.45.134.173,0,6/4/15 22:50,6/4/15 22:53,1,93169227,1,1,1,1,1,Im going outside to hang out with my friends? Do you want to do the laundry?,1,50,81,69,Making a suggestion of a more productive activity ,1,3,61,64,57,43,28,Annoyed with the other person not being responsible,1,4,2,"Portland, OR",english,45.47410583,-122.3787003,-1
int_2,fall_40,R_125BbNCCsZoBSfS,Default Response Set,Anonymous,,,70.187.144.202,0,6/4/15 22:54,6/4/15 23:01,1,27268456,1,1,1,1,1,friends versus laundry,1,10,0,90,,1,3,71,50,20,50,40,he is a bit defeated,1,4,1,Denver,English,33.64509583,-117.6786041,-1
int_2,fall_40,R_2rUWjMezumTJOHU,Default Response Set,Anonymous,,,178.122.155.188,0,6/4/15 23:21,6/4/15 23:29,1,37640515,1,1,1,1,1,"going outside,doing laundry",1,10,90,70,helpe me with the laundry,1,4,50,10,70,95,80,wondering ,1,2,2,Sacramento,english ,52.09750366,23.68780518,-1
int_2,fall_40,R_d3V3bUM6hDvVl9T,Default Response Set,Anonymous,,,96.254.233.42,0,6/4/15 23:33,6/4/15 23:38,1,55542454,1,1,1,1,1,she wants to hang out with friends/he wants her to do laundry,1,5,95,94,,1,4,,51,51,51,51,,1,3,1,"Land O Lakes, FL",english,28.25799561,-82.47969818,-1
int_2,fall_40,R_3nr3NM8Dr0aEzvB,Default Response Set,Anonymous,,,99.173.138.160,0,6/4/15 23:35,6/4/15 23:44,1,89762836,1,1,1,1,1,Hanging out,1,22,70,62,no,1,4,,0,41,70,70,No. There didn't seem to be much emotion one way or the other in the male's voice,1,5,1,"Tuscaloosa, Alabama",English,33.10920715,-87.53919983,-1
int_2,fall_40,R_W8qXtCgrSaWnGwN,Default Response Set,Anonymous,,,50.126.228.224,0,6/5/15 1:04,6/5/15 1:10,1,49223097,1,1,1,1,1,hanging out & laundry,1,1,10,90,"i think paraphrase c is about the best answer , that is how i interpret it",1,3,50,21,1,100,100,"he sounds like either a parent who is afraid of hurting his childs feelings , or a man who is scared of his wife . he sounds very timid to me",1,3,2,"franklin furnace , ohio",english,39.02450562,-82.62120056,-1
int_2,fall_40,R_1eXWrtH8F6JJrgz,Default Response Set,Anonymous,,,67.48.124.219,0,6/5/15 2:32,6/5/15 2:36,1,38084569,1,1,1,1,1,going out side with friends,1,55,52,51,none,1,4,52,51,50,51,51,friendly,1,3,1,matoaka wv,english,37.10920715,-81.81629944,-1
int_2,fall_40,R_2ClTNeAgwl9CTp0,Default Response Set,Anonymous,,,108.250.114.122,0,6/5/15 3:19,6/5/15 3:23,1,40979052,1,1,1,1,1,doing laundry,1,41,70,87,,1,3,75,41,52,42,30,,1,6,1,"Fulton, KY",English,37.32679749,-87.46959686,-1
int_2,fall_40,R_3O02mu3EBlCyMVj,Default Response Set,Anonymous,,,67.44.193.72,0,6/5/15 4:05,6/5/15 4:11,1,65705781,1,1,1,1,1, friends and laundry ,1,9,91,87,Maybe he meant she could hang clothes on the line while outside. ,1,4,,73,78,15,18,Bossy,1,5,1,"Rome, Georgia",English,38,-97,-1
int_2,fall_40,R_2bU91NmfJNLXuXv,Default Response Set,Anonymous,,,71.226.81.47,0,6/5/15 5:37,6/5/15 5:41,1,96367018,1,1,1,1,1,Hanging with friends. Doing laundry.,1,0,100,0,No,1,4,100,0,0,100,100,friendly,1,5,1,Dunnellon FL,English,29.10139465,-82.35289764,-1
int_2,fall_40,R_27OwMz4DzFZtD6m,Default Response Set,Anonymous,,,98.226.191.41,0,6/5/15 5:40,6/5/15 5:42,1,19301181,1,1,1,1,1,What to do,1,10,86,28,no,1,4,7,10,17,83,77,"friendly, curious",1,2,1,Chicago,English,41.55830383,-87.66120148,-1
int_2,fall_40,R_3rSv5EVv1n94MbO,Default Response Set,Anonymous,,,184.76.247.172,0,6/5/15 6:57,6/5/15 7:01,1,78445424,1,1,1,1,1,Going out and laundry,1,0,100,50,Laundry needs to be done now.,1,4,,0,100,81,90,No,1,3,1,Greensboro,English,36.18710327,-80.165802,-1
int_2,fall_40,R_2Xom4Y6sViO8XaU,Default Response Set,Anonymous,,,73.186.243.86,0,6/5/15 8:35,6/5/15 8:37,1,72105362,1,1,1,1,1,"Going out, laundry",1,0,80,20,I cannot think of any,1,4,,60,70,50,50,Seems tired,1,3,1,"Boston, MA",English,42.40629578,-71.05120087,-1
int_2,fall_40,R_2Cwaes7d9ojlI2B,Default Response Set,Anonymous,,,76.127.81.113,0,6/5/15 9:24,6/5/15 9:30,1,37616299,1,1,1,1,1,friends and laundry,1,50,80,30,"You should think about doing the laundry,",1,4,,20,10,95,50,"He sounds rather monotone, like he is resigned to what every the answer is, and really does not care what the answer is.",1,6,1,"Pinole, California",English,37.97529602,-121.3244019,-1
int_2,fall_40,R_2vjZWFSs46ZB4mR,Default Response Set,Anonymous,,,69.14.122.194,0,6/5/15 13:21,6/5/15 13:24,1,36981306,1,1,1,1,1,hanging out or laundry,1,51,65,61,,1,3,72,72,68,80,50,controlling,1,6,2,detroit,english,42.55599976,-83.11779785,-1
int_2,fall_40,R_bjiBI2ci9h4TvS9,Default Response Set,Anonymous,,,166.176.186.77,0,6/5/15 14:41,6/5/15 14:46,1,84232308,1,1,1,1,1,going outside,1,11,74,64,he wants her to do laundry first ,1,4,,3,13,91,92,friendly polite ,1,3,1,nome,english yupik,47.60620117,-122.3320999,-1
